Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Due Reminder
69274eaacdd97ce59ebdeeab,long-term garage parking,https://trello.com/c/6hYKxYYz/8-long-term-garage-parking,,,,,1,https://trello.com/1/cards/69274eaacdd97ce59ebdeeab/attachments/69278cc1139f98ea89da371f/download/valet_parking.png,3,3,0,0,2025-12-01T18:37:10.818Z,6805676be1fc4d6e85b399a9,valid test cases,680563c14e8838e8318bcf09,valet parking application,false,,false,
69274f1180efad1fa3cc6875,long-term surface parking,https://trello.com/c/9sarCaqd/9-long-term-surface-parking,,,,,1,https://trello.com/1/cards/69274f1180efad1fa3cc6875/attachments/69278cde08d329d74b76ec95/download/valet_parking.png,3,3,0,0,2025-12-01T18:37:27.290Z,6805676be1fc4d6e85b399a9,valid test cases,680563c14e8838e8318bcf09,valet parking application,false,,false,
69274f310457a7103ad06f81,economy lot parking,https://trello.com/c/i4qVtV4C/10-economy-lot-parking,,,,,1,https://trello.com/1/cards/69274f310457a7103ad06f81/attachments/69278cf5db47580245f28e4a/download/valet_parking.png,3,3,0,0,2025-12-01T18:37:43.620Z,6805676be1fc4d6e85b399a9,valid test cases,680563c14e8838e8318bcf09,valet parking application,false,,false,
69277d1f6f56840b5f053286,Invalid Date Input,https://trello.com/c/u2SC6My2/19-invalid-date-input,,,,,1,https://trello.com/1/cards/69277d1f6f56840b5f053286/attachments/69278d8ade6a379043cc906b/download/valet_parking.png,6,6,0,0,2025-12-01T19:38:25.025Z,69277ccec1f79fee53dbb7a5,invalid testcases,680563c14e8838e8318bcf09,valet parking application,false,,false,
69277d35f33641c86deb6e6b,Invalid Time Input,https://trello.com/c/gnWJgMSH/20-invalid-time-input,,,,,1,https://trello.com/1/cards/69277d35f33641c86deb6e6b/attachments/69278da5e2d74108f3d59265/download/valet_parking.png,6,6,0,0,2025-12-01T19:57:35.460Z,69277ccec1f79fee53dbb7a5,invalid testcases,680563c14e8838e8318bcf09,valet parking application,false,,false,
69277d5a2ff5f7f406fec6e4,Invalid Date–Time Relationship,https://trello.com/c/iMh1l8HP/21-invalid-date-time-relationship,,,,,1,https://trello.com/1/cards/69277d5a2ff5f7f406fec6e4/attachments/69278dc11aade1e0b20a3af3/download/valet_parking.png,4,4,0,0,2025-12-01T20:11:05.227Z,69277ccec1f79fee53dbb7a5,invalid testcases,680563c14e8838e8318bcf09,valet parking application,false,,false,
692782a3b5cbb0dba5524629,Boundary Time/Date Cases,https://trello.com/c/lHtq9ZJD/23-boundary-time-date-cases,,,,,1,https://trello.com/1/cards/692782a3b5cbb0dba5524629/attachments/69278d166ff5966187297875/download/valet_parking.png,4,4,0,0,2025-12-01T18:38:16.513Z,6805677c386ab13f6a97f73e,corner cases,680563c14e8838e8318bcf09,valet parking application,false,,false,
6927833d53c267131163148a,System Stress Edge Cases,https://trello.com/c/HSEItJFv/26-system-stress-edge-cases,,,,,1,https://trello.com/1/cards/6927833d53c267131163148a/attachments/69278d2d6f007a49c587fa2a/download/valet_parking.png,1,1,0,0,2025-12-01T18:39:01.794Z,6805677c386ab13f6a97f73e,corner cases,680563c14e8838e8318bcf09,valet parking application,false,,false,
6927853e5d1555d600417b46,Calendar Corner Cases,https://trello.com/c/DuG7zUD0/28-calendar-corner-cases,,,,,1,https://trello.com/1/cards/6927853e5d1555d600417b46/attachments/69278d4698573f32f70e1e5e/download/valet_parking.png,4,4,0,0,2025-12-02T18:24:52.665Z,6805677c386ab13f6a97f73e,corner cases,680563c14e8838e8318bcf09,valet parking application,false,,false,
6927871be43a1ed39e28c889,Extreme Valid Ranges,https://trello.com/c/rZjo2hbm/29-extreme-valid-ranges,,,,,1,https://trello.com/1/cards/6927871be43a1ed39e28c889/attachments/69278d68243361d216a80e9e/download/valet_parking.png,4,4,0,0,2025-12-01T19:04:49.707Z,6805677c386ab13f6a97f73e,corner cases,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f27a9a2bbb03561fb72fe,bug report 1,https://trello.com/c/RxJsfpcf/30-bug-report-1,"**title**

failure of the application to manipulate 29 February  year and the result of calculation is error.

**expected result**

the result of calculation is 0$

**actual result**

the result of calculation is 12$",,,,1,https://trello.com/1/cards/692f27a9a2bbb03561fb72fe/attachments/692f2b9131ba1a04b89dcfc9/download/29_feb.png,0,0,0,0,2025-12-02T18:10:31.185Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f27b7c17ebedba5778b69,bug report 2,https://trello.com/c/DRpmvwuF/31-bug-report-2," **title**

 the system not make constriction when calculate the valet parking cost in the past.

**the expected result**

the system prevent entering date in the past in date field when calculate the valet parking cost.

**the actual result**

the system not prevent entering date in the past when calculating the valet parking cost and calculate the cost of parking.",,,,1,https://trello.com/1/cards/692f27b7c17ebedba5778b69/attachments/692f307b01702351de8b8024/download/date_in_past.png,0,0,0,0,2025-12-02T18:47:28.902Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f27cc8562021d7cfcdd14,bug report 3,https://trello.com/c/kptkagIT/32-bug-report-3,"**title**

failure of the system to calculate cost of parking in economy parking type when dealing with 03:59 AM.

**expected result**

6$

**actual result**

12$",,,,1,https://trello.com/1/cards/692f27cc8562021d7cfcdd14/attachments/692f35fcc9de86f5a7cb0064/download/economy_edge_cases.png,0,0,0,0,2025-12-02T19:28:40.884Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f27f6feaf4e915f86d19b,bug report 4,https://trello.com/c/CRNWJWUe/33-bug-report-4,"**title**

the system not prevent invalid time format (one digit in time field) and calculate the cost of parking .

**the expected result**

error message appear invalid time format.

**the actual result**

the system not prevent invalid time format (one digit in time field) and calculate the cost of parking.",,,,1,https://trello.com/1/cards/692f27f6feaf4e915f86d19b/attachments/692f431b8dbe5590545d0eec/download/time_one_digit.png,0,0,0,0,2025-12-02T19:50:55.280Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f28049097bc659e2aeb62,bug report 5,https://trello.com/c/byp5nPPY/34-bug-report-5,"**title**

the application crash when leave the entry date and exit date field empty when calculate the cost of parking.

**expected result**

error message appear the entry date and exit date required.

**actual result**

the application crash when leave date field empty",,,,1,https://trello.com/1/cards/692f28049097bc659e2aeb62/attachments/692f4a42592a9dd9fa25e801/download/empty_date_field.mp4,0,0,0,0,2025-12-02T20:21:22.509Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f281732b62863b4b80fac,bug report 6,https://trello.com/c/irMLPl8D/35-bug-report-6,"**title**

the application crash when used 1900 in the entry data field when calculating the cost of parking .

**expected result**

error message appear invalid entry date field

**actual result**

the application crash when enter 1900 in the entry date field and press on the calculate button.",,,,1,https://trello.com/1/cards/692f281732b62863b4b80fac/attachments/692f4eff897e375722d60a59/download/entry_date_in_the_past.mp4,0,0,0,0,2025-12-02T20:41:35.701Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f28265695e2e4786d4388,bug report 7,https://trello.com/c/ibWOwEuc/36-bug-report-7,"**title**

the application crash when used in complete date format in the entry date field when calculate the cost of parking.

**expected result**

error message appear invalid date format

**actual result**

the application crash when used incomplete date format.",,,,1,https://trello.com/1/cards/692f28265695e2e4786d4388/attachments/692f51eb7be4b1c64c2ce973/download/in_complete_date.mp4,0,0,0,0,2025-12-02T20:54:03.874Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f4f270afe59f6eaa6368b,bug report 8,https://trello.com/c/lQOs9Iwe/37-bug-report-8,"**title**

the application failure to handle incorrect time format and calculate the cost of parking as it normal format.

**expected result**

error message invalid time format

**actual result**

36$",,,,1,https://trello.com/1/cards/692f4f270afe59f6eaa6368b/attachments/692f55008425fe796ac6360d/download/invalid_time.mp4,0,0,0,0,2025-12-02T21:07:13.023Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f5537f28c763ad4e68c57,bug report 9,https://trello.com/c/DE3goCt1/38-bug-report-9,"**title**

the application crash when enter character in the date field when calculating the cost of parking.

**expected result**

error message, invalid date format

**actual result**

the application crash when enter character in the date field",,,,1,https://trello.com/1/cards/692f5537f28c763ad4e68c57/attachments/692f5712c4ab9c65b0061e03/download/non_numeric_in_date.mp4,0,0,0,0,2025-12-02T21:16:02.998Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f579667be25b5a7d98ef7,bug report 10,https://trello.com/c/LAKaD1ss/39-bug-report-10,"**title**

the application crash when leave time field empty, when calculate the cost of parking.

**expected result**

error message, time field require

**actual result**

the application crash when leave time field empty and begin to calculate the cost of parking",,,,1,https://trello.com/1/cards/692f579667be25b5a7d98ef7/attachments/692f59ae068a83cca04fe848/download/time_field_empty.mp4,0,0,0,0,2025-12-02T21:27:11.201Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f59daee9368c8780be7b3,bug report 11,https://trello.com/c/EwTZWtns/40-bug-report-11,"**title**

the application crash when entering character in the time field, when calculating the cost of parking

**expected result**

error message, invalid time format

**actual result**

the application crash when entering character in the time field.",,,,1,https://trello.com/1/cards/692f59daee9368c8780be7b3/attachments/692f5a42723fd451ad1051ed/download/character_in_time_field.mp4,0,0,0,0,2025-12-02T21:37:09.654Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f5c258e1ce24f6cb85902,bug report 12,https://trello.com/c/7bdssoA6/41-bug-report-12,"**title**

the application crash when entering special character in the date field, when calculating the cost of parking.

**expected result**

error message, invalid date format

**actual result**

the application crash when entering special character in the date field.",,,,1,https://trello.com/1/cards/692f5c258e1ce24f6cb85902/attachments/692f5c721bf414e9c36e3b25/download/special_character.mp4,0,0,0,0,2025-12-02T21:47:18.738Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
692f5ececd5e0b81ac672ff1,bug report 13,https://trello.com/c/6sH1rp2Y/42-bug-report-13,"**title**

the application crash when entering invalid date format(99/99/999)

**expected result**

error message, invalid date format

**actual result**

the application crash",,,,1,https://trello.com/1/cards/692f5ececd5e0b81ac672ff1/attachments/692f5f0c8292c7e6b68855c4/download/wrong_format_data.mp4,0,0,0,0,2025-12-02T22:00:44.036Z,692f2780519b07a621faff80,bug report,680563c14e8838e8318bcf09,valet parking application,false,,false,
